contestant,sport,record,matchup,away_team,home_team,pick_type,pick_text,team,line,units_wagered
csmooth515,College Basketball,438-383-5,Grambling State @ Southern Miss,Grambling State,Southern Miss,Spread (ATS),GRAM +8.0,GRAM,+8.0,+500
csmooth515,College Basketball,438-383-5,Grambling State @ Southern Miss,Grambling State,Southern Miss,Total (Over),Over 140.5,Over,140.5,+500
csmooth515,College Basketball,438-383-5,Incarnate Word @ New Orleans,Incarnate Word,New Orleans,Spread (ATS),UNO +1.5,UNO,+1.5,+500
csmooth515,College Basketball,438-383-5,Incarnate Word @ New Orleans,Incarnate Word,New Orleans,Total (Under),Under 148.5,Under,148.5,+500
HarrisSports,College Basketball,170-140-2,Lafayette @ Pennsylvania,Lafayette,Pennsylvania,Spread (ATS),PENN -5.0,PENN,-5.0,+500
HarrisSports,College Basketball,170-140-2,Lafayette @ Pennsylvania,Lafayette,Pennsylvania,Total (Over),Over 152.0,Over,152.0,+500
HarrisSports,College Basketball,170-140-2,Southern @ Texas,Southern,Texas,Total (Over),Over 155.5,Over,155.5,+500
HarrisSports,College Basketball,170-140-2,Miss Valley St @ Kansas State,Miss Valley St,Kansas State,Spread (ATS),KSU -35.5,KSU,-35.5,+500
HarrisSports,College Basketball,170-140-2,Miss Valley St @ Kansas State,Miss Valley St,Kansas State,Total (Under),Under 156.5,Under,156.5,+500
HarrisSports,College Basketball,170-140-2,Incarnate Word @ New Orleans,Incarnate Word,New Orleans,Spread (ATS),IW -1.0,IW,-1.0,+500
HarrisSports,College Basketball,170-140-2,Incarnate Word @ New Orleans,Incarnate Word,New Orleans,Total (Under),Under 148.5,Under,148.5,+500
HarrisSports,College Basketball,170-140-2,Grambling State @ Southern Miss,Grambling State,Southern Miss,Spread (ATS),USM -7.5,USM,-7.5,+500
HarrisSports,College Basketball,170-140-2,Grambling State @ Southern Miss,Grambling State,Southern Miss,Total (Under),Under 141.0,Under,141.0,+500
saintsnola15,College Basketball,459-403-5,Lafayette @ Pennsylvania,Lafayette,Pennsylvania,Spread (ATS),PENN -6.5,PENN,-6.5,+500
saintsnola15,College Basketball,459-403-5,Lafayette @ Pennsylvania,Lafayette,Pennsylvania,Total (Under),Under 152.0,Under,152.0,+500
saintsnola15,College Basketball,459-403-5,Miss Valley St @ Kansas State,Miss Valley St,Kansas State,Spread (ATS),MVSU +34.5,MVSU,+34.5,+500
saintsnola15,College Basketball,459-403-5,Miss Valley St @ Kansas State,Miss Valley St,Kansas State,Total (Over),Over 155.5,Over,155.5,+500
saintsnola15,College Basketball,459-403-5,Southern @ Texas,Southern,Texas,Spread (ATS),TEX -22.5,TEX,-22.5,+500
saintsnola15,College Basketball,459-403-5,Southern @ Texas,Southern,Texas,Total (Over),Over 157.0,Over,157.0,+500
saintsnola15,College Basketball,459-403-5,Incarnate Word @ New Orleans,Incarnate Word,New Orleans,Spread (ATS),UNO +1.5,UNO,+1.5,+500
saintsnola15,College Basketball,459-403-5,Incarnate Word @ New Orleans,Incarnate Word,New Orleans,Total (Under),Under 148.5,Under,148.5,+500
saintsnola15,College Basketball,459-403-5,Grambling State @ Southern Miss,Grambling State,Southern Miss,Spread (ATS),USM -8.0,USM,-8.0,+500
saintsnola15,College Basketball,459-403-5,Grambling State @ Southern Miss,Grambling State,Southern Miss,Total (Under),Under 140.5,Under,140.5,+500
madnkrazy,College Basketball,86-64-0,Southern @ Texas,Southern,Texas,Spread (ATS),SOU +21.0,SOU,+21.0,+500
madnkrazy,College Basketball,86-64-0,Incarnate Word @ New Orleans,Incarnate Word,New Orleans,Spread (ATS),IW -1.0,IW,-1.0,+500
madnkrazy,College Basketball,86-64-0,Grambling State @ Southern Miss,Grambling State,Southern Miss,Spread (ATS),GRAM +7.5,GRAM,+7.5,+500
TheGambler34,College Basketball,399-349-7,Lafayette @ Pennsylvania,Lafayette,Pennsylvania,Spread (ATS),PENN -6.5,PENN,-6.5,+500
TheGambler34,College Basketball,399-349-7,Miss Valley St @ Kansas State,Miss Valley St,Kansas State,Total (Over),Over 158.5,Over,158.5,+500
TheGambler34,College Basketball,399-349-7,Incarnate Word @ New Orleans,Incarnate Word,New Orleans,Spread (ATS),IW -1.0,IW,-1.0,+500
TheGambler34,College Basketball,399-349-7,Southern @ Texas,Southern,Texas,Total (Over),Over 155.0,Over,155.0,+500
RUM151,College Basketball,71-51-2,Incarnate Word @ New Orleans,Incarnate Word,New Orleans,Spread (ATS),IW -1.0,IW,-1.0,+500
